Tag,SpeciesNam,DBH,treeXCoord,treeYCoord,treeID,i_mn_fr,h_max,i_mn_sn,i_mean,h_mn_sn,P50h,P90h,h_mean,h_75nrm,i_cv,i_p25,i_p50,i_iq,ndgi,src,si,b2norm,avi,rr,ndwi,ndvi,b4norm
"18287",Alphonsea boniana,63.500000000000000,754534.900000000023283,1597762.299989999970421,"457",158.010130631831515,36.959000000000003,222.602601156069369,107.112672490188629,29.428330202312139,25.164999999999999,33.558000000000000,23.433737055323459,0.828798920377868,83.480816049343048,28.000000000000000,79.000000000000000,157.000000000000000,-0.15263,3.20371,0.97282,0.13988,0.26221,5.21281,0.23131,0.67808,0.14393
"18302",Alphonsea boniana,54.200000000000003,754539.099999999976717,1597790.000000000000000,"224",197.738203425375730,41.393000000000001,265.082738944365190,139.419494720965304,27.118602710413697,23.369500000000002,35.678799999999995,22.066320135746608,0.689403254972875,77.045378874451330,39.000000000000000,111.000000000000000,202.000000000000000,-0.06803,2.93995,0.96695,0.23961,0.33175,6.71681,0.31327,0.74083,0.11642
"18351",Alphonsea boniana,81.200000000000003,754526.500000000000000,1597829.100009999936447,"134",183.724481327800817,43.670999999999999,243.074887892376694,130.650433256553697,24.926690582959640,21.978999999999999,35.654199999999996,22.306326642535922,0.694821954729220,77.235439819126455,39.000000000000000,104.000000000000000,179.000000000000000,-0.15031,2.92894,0.97147,0.16926,0.32057,6.79426,0.28215,0.74340,0.11719
"19198",Alphonsea boniana,98.000000000000000,754560.599999999976717,1597645.799989999970421,"49",177.016976556184318,48.777000000000001,249.180884184308837,117.069838665572874,32.367959526774598,27.885999999999999,41.463999999999999,25.987538856986600,0.719172357557843,85.926335705304098,31.000000000000000,84.000000000000000,165.000000000000000,-0.16315,3.46977,0.97263,0.14988,0.26455,5.20685,0.26902,0.67778,0.14438
"19275",Alphonsea boniana,70.200000000000003,754551.800000000046566,1597752.700010000029579,"21",183.642598624683302,51.779000000000003,240.274494556765177,122.349344016905874,36.918574650077758,32.067999999999998,47.905999999999999,30.288347671039887,0.836014208155250,83.564590091353210,29.000000000000000,90.000000000000000,184.000000000000000,-0.20047,3.05328,0.97395,0.15023,0.27260,5.53048,0.22351,0.69374,0.13896
"19379",Alphonsea boniana,63.799999999999997,754558.599999999976717,1597856.000000000000000,"350",184.229588704726837,38.913000000000004,257.696100073583523,132.514578408195433,20.478711552612214,12.663000000000000,31.820200000000000,15.085927186761230,0.696167158056659,79.154316485490199,43.000000000000000,99.000000000000000,170.000000000000000,-0.11433,3.55795,0.97338,0.19478,0.30524,6.89269,0.28328,0.74660,0.11511
"21151",Alphonsea boniana,73.099999999999994,754590.599999999976717,1597692.899990000063553,"15",177.146533480064335,52.710000000000001,246.637223974763401,119.203713527851463,35.590808056297014,28.571999999999999,46.630800000000008,27.394833503366659,0.781092643773899,86.134895082984642,30.000000000000000,84.000000000000000,174.000000000000000,-0.11998,2.88066,0.96750,0.24421,0.30656,5.77057,0.28712,0.70460,0.13234
"21384",Alphonsea boniana,65.299999999999997,754589.199999999953434,1597845.600009999936447,"262",180.168478260869563,41.219000000000001,242.784500339904838,119.765630457561997,28.138972127804216,25.823000000000000,36.630200000000002,22.543030620561183,0.814404499284866,84.771851151231658,30.000000000000000,87.000000000000000,172.000000000000000,-0.09583,3.31491,0.96858,0.25778,0.35060,7.52183,0.35378,0.76531,0.10699
"25086",Alphonsea boniana,81.799999999999997,754667.600010000052862,1597629.500000000000000,"281",143.416264294790352,40.698999999999998,221.877147766323020,98.748138414367062,24.317292096219930,18.162500000000001,33.828800000000001,18.268629325448970,0.688108134604544,87.275179132822927,28.000000000000000,71.000000000000000,123.000000000000000,-0.11431,3.43041,0.97029,0.19338,0.30131,6.11594,0.30169,0.71894,0.12641
"28109",Alphonsea boniana,64.099999999999994,754724.500000000000000,1597647.399990000063553,"761",133.954322200392937,32.883000000000003,223.111211573236886,94.408345148875839,17.431366184448464,15.798500000000001,28.115400000000001,15.358613024103708,0.733780388120251,87.476531118928463,28.000000000000000,67.000000000000000,109.000000000000000,-0.13629,1.90717,0.96898,0.21940,0.29152,5.49879,0.17758,0.69225,0.13776
"30016",Alphonsea boniana,54.399999999999999,754779.500000000000000,1597568.899990000063553,"29",182.260606060606051,51.170999999999999,240.527329515877142,128.909498372935474,32.900464341488806,26.714000000000002,47.780999999999999,26.045519923865658,0.840465762411005,76.944675890476674,35.000000000000000,106.000000000000000,180.000000000000000,-0.19302,3.41552,0.97438,0.13974,0.26391,5.37796,0.24647,0.68642,0.14176
"35127",Alphonsea boniana,59.000000000000000,754880.899989999947138,1597621.500000000000000,"290",135.316759537076734,40.570000000000000,199.068757539203858,96.717605560742811,20.440067551266587,17.216999999999999,31.102200000000003,16.057771449320470,0.543190021361750,84.312199099440491,30.000000000000000,72.000000000000000,114.000000000000000,-0.14645,4.32126,0.97625,0.11801,0.25495,5.66360,0.29809,0.69986,0.13499
